ID,Common Name,Length,Location,MP3 Link
XC537492,Grey Antwren,0:35,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537492-2172%20Myrmotherula%20menetriesii%20%28song%20in%20resp%20pb%29_UPP_SeringalMacapa_Pauini_AM_270617_FIG.mp3
XC388353,Grey Antwren,0:32,"Apuí, Amazonas",https://xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/XC388353-Myrmotherula%20menetriesii.mp3
XC226557,Grey Antwren,0:24,"Junglaven area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226557-Gray%20Antwren%20%207354.mp3
XC752927,Grey Antwren,0:31,"Rio Cuieiras, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC752927-Myrmotherula-menetriesi_Cuieiras_MixPre-993.mp3
XC486892,Grey Antwren,2:10,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486892-Myrmotherula%20menetriesii%20DCB%20617-4.mp3
XC270853,Grey Antwren,0:55,"Reserva Natural Palmarí, Río Javarí, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC270853-Grey%20Antwren%20song%201.mp3
XC270851,Grey Antwren,0:14,"Reserva Natural Palmarí, Río Javarí, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC270851-Grey%20Antwren%20QQ%20song.mp3
XC226561,Grey Antwren,0:24,"Junglaven area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226561-Gray%20Antwren%20%207353.mp3
XC226560,Grey Antwren,0:12,"Junglaven area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226560-Gray%20Antwren%20%207352.mp3
XC202324,Grey Antwren,0:33,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC202324-Gray%20Antwren%20%28song%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC202323,Grey Antwren,0:17,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC202323-Gray%20Antwren%20%28call%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC399682,Grey Antwren,1:58,"Amazonas, La Pedrera, Resguardo Indígena de Camaritagua",https://xeno-canto.org/sounds/uploaded/UAYUTDXXII/XC399682-JPLopez_126_Unknown_Amazonas.mp3
XC284935,Ihering's Antwren,0:20,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC284935-Myrmotherua%20heteroptera_Carauari_1878.mp3
XC573126,Long-winged Antwren,0:24,"Cirandeira Bela, Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC573126-Myrmotherula%20longipennis_Cirandeira_1148%202.mp3
XC729657,Manicore Warbling Antbird,0:15,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/JRDQFYZUYA/XC729657-Rec21-Manicore%20Warbling-Antbird.MP3
XC431878,Manicore Warbling Antbird,0:31,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC431878-Hypocnemis%20rondoni_Humaita_1281.mp3
XC486887,Spix's Warbling Antbird,0:21,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486887-Hypocnemis%20striata%20DCB%20617-24h.mp3
XC536170,Yellow-breasted Warbling Antbird,0:43,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536170-1703%20Hypocnemis%20subflava%20%28song%29Boca_do_Acre_AM_180516_FIG.mp3
XC387799,Peruvian Warbling Antbird,0:10,"Urucu-Manaus pipeline, Amazonas",https://xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC387799-STE-060%20cantador-sinaleiro%20xc.mp3
XC504632,Peruvian Warbling Antbird,0:36,"AM-354, Km 18, Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504632-LS110862%20Peruvian%20Warbling%20Antbird%20duetting.mp3
XC436333,Peruvian Warbling Antbird,1:10,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC436333-180730_02_Peruvian%20Warbling%20Antbird_Novo%20Horizonte%2C%20Humaita%2C%20AM%2C%20Brazil_29%20July%202018.mp3
XC352095,Peruvian Warbling Antbird,0:34,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC352095-Hypocnemis%20peruviana_Manacapuru_1596.mp3
XC171111,Peruvian Warbling Antbird,0:23,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171111-Hypocnemis%20peruviana%20Manacapuru-MA.mp3
XC148550,Peruvian Warbling Antbird,0:50,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/JDNMEJOJEQ/XC148550-Hypocnemis%20peruviana%20Manacapuru%2021%2009%202013.mp3
XC270742,Peruvian Warbling Antbird,0:23,"Reserva Natural Palmarí, Río Javarí, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC270742-Warbling%20Antbird%20song%20and%20call.mp3
XC139986,Peruvian Warbling Antbird,0:30,"Rio Teuini, Serginal Tupy, Pauini, Amazonas",https://xeno-canto.org/sounds/uploaded/PMYLTPLTLT/XC139986-130507_01_Hypocnemis_peruviana_rioteuini_flonapurus_am_tol_esp.mp3
XC119423,Peruvian Warbling Antbird,0:20,"Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119423-Hypocnemis%20peruviana2_Purupuru.mp3
XC357330,Imeri Warbling Antbird,0:46,"San Rafael, El Encanto, Amazonas",https://xeno-canto.org/sounds/uploaded/PWMAZXONXH/XC357330-Imeri%20Warbling%20Antbird%20San%20Rafael%20090217.MP3
XC202412,Imeri Warbling Antbird,1:12,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC202412-Imeri%20Warbling-Antbird%20%28song%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%202%29.mp3
XC854973,Predicted Antwren,0:36,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC854973-MixPre-008_H_praedictus.mp3
XC854964,Predicted Antwren,0:48,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC854964-MixPre-006_H_praedictus.mp3
XC854963,Predicted Antwren,0:49,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC854963-MixPre-005_Herpsilochmus_praedictus.mp3
XC789278,Predicted Antwren,0:16,"Canutama, Amazonas",https://xeno-canto.org/sounds/uploaded/AUJTABUQWE/XC789278-220325_0205_Predicted_Antwren.mp3
XC583014,Predicted Antwren,1:02,"Tupana lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC583014-Herpsilochmus%20praedictus_Tupana_1037.mp3
XC431879,Aripuana Antwren,0:25,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC431879-Herpsilochmus%20stoztii_Humaita_1280.mp3
XC591728,Pearly Antshrike,0:35,"Tabatinga, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC591728-Megastictus%20margaritatus_Tabatinga_1160.mp3
XC561889,Pearly Antshrike,0:24,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/MFUJZRFOFS/XC561889-1053.mp3
XC505828,Pearly Antshrike,0:40,"São Gabriel da Cachoeira, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC505828-Megastictus%20margaritatus_sao%20gabriel_1103.mp3
XC505163,Pearly Antshrike,0:33,"Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505163-LS111097%20Pearly%20Antshrike.mp3
XC493038,Pearly Antshrike,0:45,"Novo Airão, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC493038-Megastictus%20margaritatus_Novo%20Airao_1531.mp3
XC357335,Pearly Antshrike,0:27,"El Encanto, El Encanto, Amazonas",https://xeno-canto.org/sounds/uploaded/PWMAZXONXH/XC357335-Pearly%20Antshrike%20El%20Encanto%20040217.MP3
XC117999,Pearly Antshrike,0:26,"Tapauá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC117999-Megastictus%20margaritatus_Tapaua_1272.mp3
XC343835,Pearly Antshrike,0:27,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343835-MEGMAR01.mp3
XC284930,Pearly Antshrike,0:23,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC284930-Megastictus%20margaritatus_Carauari_1818%20-%20C%C3%B3pia.mp3
XC120102,Pearly Antshrike,0:41,"Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC120102-Megastictus%20margaritatus_Careiro_M5_1239.MP3
XC537623,Bluish-slate Antshrike,0:06,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537623-2200%20Thamnomanes%20schistogynus%28song%29_UPA07_SeringalMacapa_Pauini_AM_230617_FIG.mp3
XC537622,Bluish-slate Antshrike,0:08,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537622-2199%20Thamnomanes%20schistocygnus%20%28song%29_UPP_SeringalMacapa_Pauini_AM_250617_FIG.mp3
XC537621,Bluish-slate Antshrike,0:36,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537621-2198%20Thamnomanes%20schistocygnus%20%28calls%29_UPP_SeringalMacapa_Pauini_AM_250617_FIG.mp3
XC284944,Bluish-slate Antshrike,0:23,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC284944-Thamnomanes%20schistogynus_Carauari_1685.mp3
XC632574,Bluish-slate Antshrike,0:25,"Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/RFJPHBHHSR/XC632574-Tamnomanes%20schistogynus%20-%20Boca%20do%20Acre%2C%20AM.mp3
XC536647,Bluish-slate Antshrike,0:07,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536647-1763%20Thamnomanes%20schistogynus%28calls%29Boca_do_Acre_AM_200516_FIG.mp3
XC394448,Cinereous Antshrike,0:15,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC394448-INPA%20-%20Thamnomanes%20caesius%20%28Cinereous%20Antshrike%29.mp3
XC302076,Cinereous Antshrike,1:28,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC302076-THACAE86.mp3
XC505735,Cinereous Antshrike,0:27,"Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505735-LS111101%20Cinereous%20Antshrike.mp3
XC484672,Cinereous Antshrike,0:49,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC484672-Thamnomanes%20caesius_Bons%20Amigos_1134.mp3
XC386857,Dusky Antbird,1:17,"Close to Ramal do Pau Rosa, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC386857-STE-038%20choror%C3%B3-escuro.mp3
XC343918,Dusky Antbird,1:18,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343918-CERTYR13.mp3
XC343916,Dusky Antbird,1:27,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343916-CERTYR12.mp3
XC300929,Dusky Antbird,0:34,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC300929-UNID0276.mp3
XC171060,Dusky Antbird,0:03,"Manacapuru, Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171060-Cercomacra%20tyraninna%20Manacapuru-MA.mp3
XC119137,Dusky Antbird,0:14,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119137-Cercomacra%20tyraninna_Presidente%20Figueiredo.MP3
XC343816,Dusky Antbird,0:33,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343816-CERTYR11.mp3
XC325795,Dusky Antbird,0:18,"Silves, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC325795-Cercomacra%20tyrannina_Itapiranga_1117.mp3
XC220787,Dusky Antbird,0:29,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC220787-Dusky%20Antbird%20C%207816.mp3
XC119279,Dusky Antbird,0:22,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119279-Cercomacra%20tiranina_Balbina.MP3
XC119130,Dusky Antbird,0:15,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119130-Cercomacra%20tyraninna_Pau%20rosa.mp3
XC536681,Riparian Antbird,1:00,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536681-2137%20Cercomacroides%20fuscicauda%20%28song%29UPA02_SeringalMacapa_Pauini_AM_220617_FIG.mp3
XC284906,Riparian Antbird,0:40,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC284906-Cercomacra%20fuscicauda_Carauari_1854.mp3
XC206738,Riparian Antbird,0:26,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC206738-Cercomacra%20nigrescens_Monte%20Carmelo_1159.mp3
XC387668,Blackish Antbird,0:09,"AM-354, Km 10, Amazonas",https://xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC387668-STE-052%20choror%C3%B3-negro%20xc.mp3
XC325967,Blackish Antbird,0:47,"São Sebastião do Uatumã, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC325967-Cercomacra%20nigrescens_SS%20Uatuma_1249.mp3
XC855246,Blackish Antbird,0:04,"Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC855246-301561021.mp3
XC537615,Southern Chestnut-tailed Antbird,0:03,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537615-2192%20Sciaphylax%20hemimelaena%28song%29_UPP_SeringalMacapa_Pauini_AM_250617_FIG.mp3
XC536640,Southern Chestnut-tailed Antbird,0:06,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536640-1757%20Sciaphyllax%20hemimelaena%20%28song%29Boca_do_Acre_AM_220516_FIG.mp3
XC188547,Pelzeln's Tody-Tyrant,1:01,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188547-Hemitriccus%20inornatus%201%2019-07-2014%2015%20horas.mp3
XC119611,Stripe-necked Tody-Tyrant,0:16,"Tapauá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119611-Hemitriccus%20striaticollis_Tapaua_1332.MP3
XC536159,Johannes's Tody-Tyrant,0:03,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536159-1695%20Hemitriccus%20iohannis%20%28song%29Boca_do_Acre_AM_200516_FIG.mp3
XC536158,Johannes's Tody-Tyrant,0:03,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536158-1694%20Hemitriccus%20iohannis%20%28song%29Boca_do_Acre_AM_180516_FIG.mp3
XC536157,Johannes's Tody-Tyrant,0:26,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536157-1693%20Hemitriccus%20iohannis%20%28song%29_Boca_do_Acre_AM_200516_FIG.mp3
XC536156,Johannes's Tody-Tyrant,0:03,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536156-1692%20Hemitriccus%20iohannis%20%28calls_song%29_Boca_do_Acre_AM_200516_FIG.mp3
XC206795,Johannes's Tody-Tyrant,0:10,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC206795-Hemitriccus%20iohannis_Monte%20Carmelo_1090.mp3
XC584126,Zimmer's Tody-Tyrant,0:35,"Maués, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TUELOQHCHK/XC584126-Hemitriccus_minimus.mp3
XC119610,Zimmer's Tody-Tyrant,0:28,"Tapauá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119610-Hemitriccus%20minimus_Tapaua_1285.MP3
XC583015,White-bellied Tody-Tyrant,0:42,"Tupana lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC583015-Hemitriccus%20griseipectus_Tupana_1051.mp3
XC387671,White-bellied Tody-Tyrant,0:10,"AM-354, Km 18, Amazonas",https://xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC387671-STE-054%20maria-de-barriga-branca%20xc.mp3
XC119420,White-bellied Tody-Tyrant,0:20,"Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119420-Hemitriccus%20griseipectus_Purupuru.MP3
XC706437,White-eyed Tody-Tyrant,0:03,"Bosque de Tapir - Puerto Santander, Amazonas",https://xeno-canto.org/sounds/uploaded/JAPOPUHKWS/XC706437-Hemitriccus%20zosteros%20-%20Bosque%20Danta.mp3
XC505078,White-eyed Tody-Tyrant,0:52,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505078-LS111073%20White-eyed%20TodyTyrant.mp3
XC505077,White-eyed Tody-Tyrant,0:33,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505077-LS111064%20White-eyed%20Tody-Tyrant.mp3
XC493822,White-eyed Tody-Tyrant,0:27,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493822-4-8-2019%2013e36%20Maria%20de%20olho%20branco.mp3
XC493821,White-eyed Tody-Tyrant,0:25,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493821-4-8-2019%2013e29%20Maria%20de%20olho%20branco.mp3
XC493818,White-eyed Tody-Tyrant,0:26,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493818-4-8-2019%2013e%2047%20MARIA%20DE%20OLHO%20BRANCO%20CAbeca%20de%20ouro.mp3
XC484676,White-eyed Tody-Tyrant,0:30,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC484676-Hemitriccus%20zosterops_Bons%20Amigos_1132.mp3
XC357143,White-eyed Tody-Tyrant,0:28,"Silves, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC357143-Hemitriccus%20zosterops_Itapiranga_1226.mp3
XC224035,White-eyed Tody-Tyrant,0:58,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224035-unsplit%20White-eyed%20Tody-Tyrant%20A%2010328.mp3
XC533374,White-eyed Tody-Tyrant,1:09,"Tarapacá, Amazonas Department. Campamento Doña Flor",https://xeno-canto.org/sounds/uploaded/KQVLEXDIUN/XC533374-Hzosterops.mp3
XC504936,White-eyed Tody-Tyrant,0:21,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504936-LS111063%20White-eyed%20Tody-Tyrant.mp3
XC377863,Bright-rumped Attila,0:09,"Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/ZYPNFBGPLW/XC377863-03%20Pista%203.mp3
XC301425,Bright-rumped Attila,2:49,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301425-ATTSPA41.mp3
XC201196,Bright-rumped Attila,0:55,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC201196-ATTSPA27.mp3
XC535887,Bright-rumped Attila,0:30,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535887-1646%20Attila%20spadiceus%28song%29Boca_do_Acre_AM_190516_FIG.mp3
XC441678,Bright-rumped Attila,0:15,"Cabo Frio, Amazonas",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC441678-180629_07%20Attila%20spadiceus%20cheery%20call.mp3
XC435783,Bright-rumped Attila,0:26,"Reserca Adolpho Ducke, Manaus, State of Amazonas",https://xeno-canto.org/sounds/uploaded/JQSYKZHEMB/XC435783-AttilaspadBR29b%20%282%29.mp3
XC395126,Bright-rumped Attila,0:15,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC395126-Attila%20spadiceus.mp3
XC300932,Bright-rumped Attila,0:25,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC300932-ATTSPA40.mp3
XC300931,Bright-rumped Attila,0:27,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC300931-ATTSPA39.mp3
XC505030,Bright-rumped Attila,0:17,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505030-190812_1235%20Attila%20spadiceus.wav
XC284703,Bright-rumped Attila,4:03,"MUSA, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC284703-Bright-r%20Attila%20MUSA%20Manaus%20AM%2021%20July%202015.mp3
XC504598,White-eyed Attila,1:06,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504598-LS110811%20Dull-capped%20Attila%20Iranduba.mp3
XC493807,White-eyed Attila,0:07,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493807-4-8-2019%2011e1%20BATE%20PARA.mp3
XC493806,White-eyed Attila,0:09,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493806-4-8-2019%2011e1%20Bate%20para%20%282%29.mp3
XC409527,White-eyed Attila,0:37,"Uarini, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC409527-Attila%20bolivianus_Mamiraua_1129.mp3
XC335220,White-eyed Attila,0:33,"Leticia, Amazonas Department, Isla Mocagua",https://xeno-canto.org/sounds/uploaded/BKVUREYBRK/XC335220-Dull-capped%20att-mocagua-15sep-8am-pb.mp3
XC179542,White-eyed Attila,0:34,"Uarini, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC179542-Attila%20bolivianus_Mamiraua_1049.mp3
XC747289,White-eyed Attila,0:47,"Leticia, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC747289-Attila%20bolivianus%2016072022.mp3
XC536266,White-eyed Attila,0:19,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/EOJHNAIHEM/XC536266-Attila%20bolivianus.mp3
XC346340,White-eyed Attila,0:09,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC346340-LS110543%20White%20eyed%20Attila.mp3
XC325842,White-eyed Attila,0:28,"São Sebastião do Uatumã, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC325842-Attila%20bolivianus_SS%20Uatuma_1232.mp3
XC206722,White-eyed Attila,0:20,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC206722-Atilla%20bolivianus_Monte%20Carmelo_1058.mp3
XC171044,White-eyed Attila,0:16,"Caapiranga, Amazonas",https://xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171044-Atila%20bolivianus-Rio%20Aria%C3%BA-AM.mp3
XC119212,White-eyed Attila,0:27,"Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119212-Attila%20spadiceus_Manaquiri.MP3
XC504743,Citron-bellied Attila,0:51,"AM-354, Km 18, Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504743-LS110923%20Citron-bellied%20Attila.mp3
XC706367,Bananaquit,0:07,"Ciudad Pérdida/ Puerto Santander, Amazonas",https://xeno-canto.org/sounds/uploaded/JAPOPUHKWS/XC706367-Coereba%20flaveola%20-%20-%20Ciudad%20Perdidad%20Amazonas.mp3
XC494058,Bananaquit,0:34,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494058-1-8-2019%2012e2%20Cambacica.mp3
XC340263,Bananaquit,0:23,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC340263-Coereba%20flaveola_Manaus_1399.mp3
XC221203,Bananaquit,0:16,"Junglaven area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC221203-Bananaquit%20A%2014689.mp3
XC441683,Slate-colored Grosbeak,0:20,"Cabo Frio, Amazonas",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC441683-180629_08%20Saltator%20grossus.mp3
XC214635,Slate-colored Grosbeak,0:37,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC214635-SALGRO05.mp3
XC494140,Slate-colored Grosbeak,0:10,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494140-3-8-2019%208e23%20Bico%20encarnado.mp3
XC301031,Slate-colored Grosbeak,1:02,"São Gabriel da Cachoeira, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301031-SALGRO09.mp3
XC654055,Buff-throated Saltator,0:39,"Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/DFYFSPXYGT/XC654055-saltatormaximus.mp3
XC746997,Buff-throated Saltator,1:08,"Aeropuerto Internacional Alfredo Vásquez Cobo (near  Leticia), Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC746997-Saltator%20maximus2%2016072022%20Eropuerto.mp3
XC229271,Buff-throated Saltator,0:38,"Gavilan road, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC229271-Buff-throated%20Saltator%20B%2016379.mp3
XC411384,Streaked Saltator,0:27,"Chachapuyas pruwinsya, Amazonas",https://xeno-canto.org/sounds/uploaded/WEFETQLIEQ/XC411384-Streaked%20Saltator%20%28song%29%20%282%29.mp3
XC411383,Streaked Saltator,0:12,"Chachapuyas pruwinsya, Amazonas",https://xeno-canto.org/sounds/uploaded/WEFETQLIEQ/XC411383-Streaked%20Saltator%20%28song%29%20%281%29.mp3
XC229304,Streaked Saltator,0:28,"Pedro Ruiz area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC229304-Streaked%20Saltator%20B%2016352.mp3
